id,lp,v,gtt,gtn,ggn,ts,tp,t48,t1,t2,p48,p1,p2,pexh,tic,mf,decay_coeff_comp,decay_coeff_turbine
9983,4.18,12,27046.7,2100.91,7721.47,226.86,226.86,709.62,288,629.44,2.34,1,11.98,1.03,34.37,0.7,0.99,0.99
9984,2.12,6,5582.26,1376.36,6827.06,31.93,31.93,549.27,288,564.23,1.29,1,6.92,1.02,9.1,0.2,0.99,0.99
9985,3.13,9,10007.86,1434.1,7188.42,66.9,66.9,601.24,288,582.67,1.46,1,7.84,1.02,13.89,0.28,0.99,0.99
9986,4.15,12,14906.87,1619.51,7754.08,116.42,116.42,631.28,288,603.43,1.71,1,9.14,1.02,17.62,0.35,0.99,0.99
9987,5.16,15,22035.74,1926.18,8333.97,178.3,178.3,693.41,288,632.22,2.09,1,11.05,1.03,24.83,0.49,0.99,0.99
9988,6.15,18,30130.14,2303.05,8797.03,251.17,251.17,754.06,288,659.58,2.53,1,13.26,1.03,33.62,0.67,0.99,0.99
9989,7.18,21,39919.28,2690.76,9074.03,338.75,338.75,825.14,288,690.75,3.03,1,15.72,1.04,45.2,0.9,0.99,0.99
9990,8.22,24,54255.21,3108.64,9388.84,471.75,471.75,923.08,288,727.12,3.7,1,18.86,1.04,63.22,1.25,0.99,0.99
9991,6.21,18,41833.49,2678.15,8568.04,364.14,364.14,812.71,288,681.86,3.09,1,15.75,1.04,49.31,1,0.99,0.99
9992,4.18,12,27110.07,2103.67,7725.35,226.79,226.79,710.78,288,629.72,2.34,1,11.98,1.03,34.7,0.7,0.99,0.99
9993,2.12,6,5645.31,1379.12,6831.49,31.92,31.92,550.45,288,564.51,1.29,1,6.93,1.02,9.46,0.2,0.99,0.99
9994,3.13,9,9972.63,1432.74,7189.88,66.66,66.66,599.89,288,582.37,1.46,1,7.83,1.02,14.56,0.28,0.99,0.99
9995,4.15,12,14907.1,1619.51,7755.87,116.44,116.44,630.43,288,603.27,1.71,1,9.13,1.02,17.58,0.35,0.99,0.99
9996,5.16,15,22035.94,1926.18,8335.26,178.32,178.32,692.46,288,632.04,2.09,1,11.04,1.03,24.77,0.49,0.99,0.99
9997,6.15,18,30130.17,2303.05,8797.84,251.2,251.2,753.06,288,659.39,2.53,1,13.25,1.03,33.56,0.66,0.99,0.99
9998,7.18,21,39919.1,2690.76,9074.67,338.77,338.77,824.11,288,690.56,3.03,1,15.7,1.04,45.11,0.89,0.99,0.99
9999,8.22,24,54255.27,3108.64,9389.44,471.76,471.76,922.12,288,726.96,3.7,1,18.84,1.04,63.12,1.25,0.99,0.99
10000,6.21,18,41950.45,2681.65,8571.67,364.35,364.35,815.03,288,682.36,3.1,1,15.76,1.04,48.97,1,0.99,0.99
10001,4.18,12,27237.08,2107.58,7729.92,227.06,227.06,713.31,288,630.28,2.34,1,12,1.03,34.18,0.7,0.99,0.99
10002,2.12,6,5772.13,1383.03,6836.61,32.2,32.2,553,288,565.07,1.3,1,6.95,1.02,8.97,0.2,0.99,0.99
10003,3.13,9,9982.75,1433.15,7192.45,66.74,66.74,599.22,288,582.27,1.46,1,7.82,1.02,14.32,0.28,0.99,0.99
10004,4.15,12,14907.16,1619.51,7757.66,116.44,116.44,629.58,288,603.11,1.71,1,9.13,1.02,17.53,0.35,0.99,0.99
10005,5.16,15,22035.96,1926.18,8336.55,178.31,178.31,691.51,288,631.86,2.09,1,11.03,1.03,24.72,0.49,0.99,0.99
10006,6.15,18,30129.96,2303.05,8798.64,251.18,251.18,752.06,288,659.2,2.53,1,13.24,1.03,33.49,0.66,0.99,0.99
10007,7.18,21,39918.92,2690.76,9075.32,338.78,338.78,823.08,288,690.38,3.03,1,15.68,1.04,45.03,0.89,0.99,0.99
10008,8.22,24,54255.48,3108.64,9390.03,471.72,471.72,921.17,288,726.8,3.7,1,18.82,1.04,63.03,1.25,0.99,0.99
10009,6.21,18,42271.79,2685.55,8575.79,364.55,364.55,823.49,288,683.81,3.11,1,15.81,1.04,48.74,1.01,0.99,0.99
10010,4.18,12,27568.38,2111.75,7734.89,227.31,227.31,722.01,288,631.77,2.36,1,12.06,1.03,33.87,0.71,0.99,0.99
10011,2.12,6,6103.03,1387.2,6842.13,32.49,32.49,561.73,288,566.56,1.31,1,7.01,1.02,8.68,0.21,0.99,1
10012,3.13,9,9992.78,1433.42,7194.94,66.79,66.79,598.57,288,582.16,1.46,1,7.82,1.02,14.18,0.27,0.99,1
10013,4.15,12,14907.29,1619.51,7759.45,116.43,116.43,628.73,288,602.96,1.71,1,9.12,1.02,17.49,0.35,0.99,1
10014,5.16,15,22036.11,1926.18,8337.84,178.33,178.33,690.57,288,631.68,2.09,1,11.02,1.03,24.66,0.49,0.99,1
10015,6.15,18,30129.88,2303.05,8799.45,251.22,251.22,751.07,288,659.02,2.53,1,13.22,1.03,33.42,0.66,0.99,1
10016,7.18,21,39918.75,2690.76,9075.97,338.81,338.81,822.05,288,690.2,3.03,1,15.67,1.04,44.95,0.89,0.99,1
10017,8.22,24,54255.46,3108.64,9390.63,471.8,471.8,920.21,288,726.64,3.7,1,18.79,1.04,62.94,1.25,0.99,1
10018,6.21,18,42738.68,2685.32,8577.21,364.6,364.6,836.23,288,685.67,3.13,1,15.88,1.04,48.68,1.03,0.99,1
10019,4.18,12,27997.41,2110.36,7736.27,227.15,227.15,734.18,288,633.5,2.37,1,12.12,1.03,34.41,0.73,0.99,1
10020,2.12,6,6531.91,1385.8,6844.06,32.26,32.26,573.92,288,568.29,1.32,1,7.09,1.02,9.24,0.23,0.99,1
10021,3.13,9,9954.93,1432.26,7196.52,66.57,66.57,597.12,288,581.87,1.46,1,7.8,1.02,14.73,0.27,0.99,1
10022,4.15,12,14907.35,1619.51,7761.24,116.43,116.43,627.88,288,602.8,1.71,1,9.11,1.02,17.45,0.35,0.99,1
10023,5.16,15,22036.19,1926.18,8339.14,178.3,178.3,689.62,288,631.49,2.09,1,11.01,1.03,24.61,0.49,0.99,1
10024,6.15,18,30129.8,2303.05,8800.25,251.19,251.19,750.08,288,658.83,2.53,1,13.21,1.03,33.35,0.66,0.99,1
10025,7.18,21,39918.65,2690.76,9076.62,338.82,338.82,821.03,288,690.02,3.03,1,15.65,1.04,44.87,0.89,0.99,1
10026,8.22,24,54255.33,3108.64,9391.21,471.79,471.79,919.26,288,726.48,3.7,1,18.77,1.04,62.84,1.24,0.99,1
10027,6.21,18,43526.32,2667.99,8567.77,363.58,363.58,860.24,288,688.11,3.14,1,15.98,1.04,53.37,1.06,0.99,1
10028,4.18,12,28743.38,2092.06,7726.92,225.92,225.92,757.46,288,635.78,2.39,1,12.22,1.03,39.56,0.76,0.99,1
10029,2.12,6,7277.9,1367.5,6835.27,31.08,31.08,597.23,288,570.57,1.34,1,7.2,1.02,14.42,0.26,0.99,1
10030,3.13,9,9913.31,1431.29,7198.25,66.39,66.39,595.51,288,581.56,1.46,1,7.79,1.02,15.14,0.27,0.99,1
10031,4.15,12,14907.57,1619.51,7763.03,116.44,116.44,627.04,288,602.64,1.71,1,9.1,1.02,17.4,0.34,0.99,1
10032,5.16,15,22036.45,1926.18,8340.44,178.34,178.34,688.68,288,631.31,2.09,1,11,1.03,24.55,0.49,0.99,1
10033,6.15,18,30129.88,2303.05,8801.07,251.22,251.22,749.09,288,658.65,2.53,1,13.2,1.03,33.28,0.66,0.99,1
10034,7.18,21,39918.54,2690.76,9077.27,338.78,338.78,820.01,288,689.84,3.03,1,15.63,1.04,44.79,0.89,0.99,1
10035,8.22,24,54255.67,3108.64,9391.81,471.82,471.82,918.31,288,726.32,3.7,1,18.75,1.04,62.75,1.24,0.99,1
10036,6.21,18,42424.86,2654.84,8559.51,362.89,362.89,833.89,288,683.66,3.11,1,15.77,1.04,58.49,1.03,0.99,1
10037,4.18,12,27646.43,2079.05,7719.44,225.3,225.3,731.24,288,631.35,2.35,1,12.01,1.03,44.6,0.73,0.99,1
10038,2.12,6,6180.43,1354.5,6828.33,30.37,30.37,571.03,288,566.14,1.31,1,6.99,1.02,19.48,0.23,0.99,1
10039,3.13,9,9917.86,1431.42,7200.66,66.42,66.42,594.77,288,581.42,1.46,1,7.78,1.02,15,0.27,0.99,1
10040,4.15,12,14907.63,1619.51,7764.82,116.45,116.45,626.19,288,602.48,1.71,1,9.09,1.02,17.36,0.34,0.99,1
10041,5.16,15,22036.62,1926.19,8341.74,178.35,178.35,687.75,288,631.13,2.09,1,10.99,1.03,24.5,0.49,0.99,1
10042,6.15,18,30129.82,2303.06,8801.88,251.22,251.22,748.11,288,658.46,2.52,1,13.18,1.03,33.22,0.66,0.99,1
10043,7.18,21,39918.46,2690.77,9077.92,338.83,338.83,819,288,689.66,3.03,1,15.62,1.04,44.7,0.89,0.99,1
10044,8.22,24,54255.79,3108.64,9392.39,471.75,471.75,917.37,288,726.17,3.7,1,18.73,1.04,62.66,1.24,0.99,1
10045,6.21,18,41459.47,2661.88,8563.97,363.2,363.2,799.87,288,678.81,3.07,1,15.56,1.04,52.97,0.99,0.99,1
10046,4.18,12,26608.62,2084.8,7723.79,225.33,225.33,695.79,288,626.22,2.31,1,11.79,1.03,39.67,0.69,0.99,1
10047,2.12,6,5142.36,1360.25,6833.25,30.51,30.51,535.61,288,561.02,1.27,1,6.78,1.02,14.57,0.19,0.99,1
10048,3.13,9,9845.49,1430.14,7202.19,66.19,66.19,592.47,288,581,1.45,1,7.76,1.02,15.53,0.27,0.99,1
10049,4.15,12,14907.84,1619.51,7766.62,116.44,116.44,625.35,288,602.33,1.71,1,9.08,1.02,17.32,0.34,0.99,1
10050,5.16,15,22036.97,1926.2,8343.04,178.32,178.32,686.81,288,630.95,2.09,1,10.98,1.03,24.44,0.48,0.99,1
10051,6.15,18,30129.97,2303.07,8802.69,251.2,251.2,747.12,288,658.28,2.52,1,13.17,1.03,33.15,0.66,0.99,1
10052,7.18,21,39918.47,2690.77,9078.58,338.82,338.82,817.99,288,689.48,3.02,1,15.6,1.04,44.62,0.88,0.99,1
10053,8.22,24,54255.66,3108.64,9392.98,471.87,471.87,916.42,288,726.01,3.7,1,18.71,1.04,62.57,1.24,0.99,1
10054,6.21,18,41553.45,2671.58,8571.71,363.86,363.86,798.54,288,679.19,3.08,1,15.56,1.04,48.41,0.98,0.99,1
10055,4.18,12,26692.96,2094.38,7732.15,225.97,225.97,694.31,288,626.58,2.32,1,11.8,1.03,35.17,0.68,0.99,1
10056,2.12,6,5226.65,1369.83,6842.17,31.03,31.03,534.16,288,561.38,1.27,1,6.79,1.02,10.1,0.19,0.99,1
10057,3.13,9,9835.87,1430.02,7204.43,66.17,66.17,591.45,288,580.82,1.45,1,7.75,1.02,15.53,0.27,0.99,1
10058,4.15,12,14907.85,1619.51,7768.41,116.44,116.44,624.51,288,602.17,1.71,1,9.07,1.02,17.28,0.34,0.99,1
10059,5.16,15,22037.25,1926.21,8344.34,178.33,178.33,685.88,288,630.77,2.09,1,10.96,1.03,24.38,0.48,0.99,1
10060,6.15,18,30130.1,2303.08,8803.51,251.2,251.2,746.14,288,658.1,2.52,1,13.16,1.03,33.08,0.66,0.99,1
10061,7.18,21,39918.58,2690.78,9079.23,338.81,338.81,816.98,288,689.31,3.02,1,15.58,1.04,44.54,0.88,0.99,1
10062,8.22,24,54255.85,3108.64,9393.56,471.82,471.82,915.49,288,725.85,3.7,1,18.69,1.04,62.47,1.24,0.99,1
10063,6.21,18,42403.4,2669.39,8551.6,363.73,363.73,832.26,288,684.47,3.11,1,15.77,1.04,52.91,1.02,0.99,0.99
10064,4.18,12,27741.87,2097.26,7693.72,226.78,226.78,739.02,288,633.82,2.36,1,12.12,1.03,37.62,0.73,0.99,0.98
10065,2.12,6,6274.31,1372.7,6781.8,31.87,31.87,585.54,288,569.79,1.32,1,7.18,1.02,12.85,0.24,0.99,0.98
10066,3.13,9,10033.2,1435.08,7147.67,67.08,67.08,615.5,288,585.1,1.47,1,7.98,1.02,14.06,0.29,0.99,0.98
10067,4.15,12,14904.64,1619.49,7722.09,116.4,116.4,645.65,288,605.95,1.72,1,9.3,1.02,18.35,0.36,0.99,0.98
10068,5.16,15,22033.54,1926.19,8310.85,178.29,178.29,709.48,288,635.18,2.09,1,11.25,1.03,25.77,0.51,0.99,0.98
10069,6.15,18,30132.4,2303.03,8782.61,251.23,251.23,770.91,288,662.57,2.53,1,13.51,1.03,34.79,0.69,0.99,0.98
10070,7.18,21,39918.86,2690.62,9062.29,338.79,338.79,842.51,288,693.66,3.04,1,16.01,1.04,46.59,0.92,0.99,0.98
10071,8.22,24,54250.26,3108.46,9377.58,471.8,471.8,939.03,288,729.64,3.72,1,19.23,1.04,64.78,1.28,0.99,0.98
10072,6.21,18,42619.29,2671.26,8542.34,363.77,363.77,853.36,288,687.87,3.13,1,16.21,1.04,53.63,1.06,0.99,0.98
10073,4.18,12,27951.31,2101.62,7690.55,227.31,227.31,750.34,288,635.91,2.38,1,12.38,1.03,36.15,0.75,0.99,0.98
10074,2.12,6,6491.03,1377.07,6787.33,32.42,32.42,589.73,288,570.65,1.32,1,7.22,1.02,10.52,0.24,0.99,0.98
10075,3.13,9,10023.17,1437.43,7151.46,67.51,67.51,613.67,288,584.97,1.47,1,7.97,1.02,12.65,0.29,0.99,0.98
10076,4.15,12,14904.76,1619.49,7723.86,116.4,116.4,644.76,288,605.79,1.72,1,9.29,1.02,18.3,0.36,0.99,0.98
10077,5.16,15,22033.7,1926.19,8312.13,178.28,178.28,708.49,288,634.99,2.09,1,11.24,1.03,25.72,0.51,0.99,0.98
10078,6.15,18,30132.28,2303.03,8783.41,251.19,251.19,769.87,288,662.37,2.53,1,13.49,1.03,34.71,0.69,0.99,0.98
10079,7.18,21,39919.65,2690.64,9062.95,338.76,338.76,841.43,288,693.47,3.04,1,15.99,1.04,46.51,0.92,0.99,0.98
10080,8.22,24,54251.1,3108.49,9378.23,471.72,471.72,938.02,288,729.47,3.72,1,19.21,1.04,64.69,1.28,0.99,0.98
10081,6.21,18,42114.71,2670.47,8542.53,363.67,363.67,837.06,288,685.47,3.11,1,16.09,1.04,53.36,1.04,0.99,0.98
10082,4.18,12,27311.08,2103.97,7693.42,227.8,227.8,729.44,288,633.13,2.36,1,12.25,1.03,33.96,0.72,0.99,0.98
10083,2.12,6,5850.73,1379.43,6790.72,32.96,32.96,568.86,288,567.87,1.3,1,7.09,1.02,8.36,0.22,0.99,0.98
10084,3.13,9,9888.59,1440.61,7155.78,68.11,68.11,608.15,288,584.44,1.46,1,7.95,1.02,10.66,0.28,0.99,0.98
10085,4.15,12,14904.9,1619.49,7725.64,116.42,116.42,643.87,288,605.62,1.72,1,9.28,1.02,18.26,0.36,0.99,0.98
10086,5.16,15,22033.84,1926.19,8313.4,178.32,178.32,707.5,288,634.8,2.09,1,11.22,1.03,25.66,0.51,0.99,0.98
10087,6.15,18,30132.14,2303.04,8784.21,251.25,251.25,768.82,288,662.18,2.53,1,13.48,1.03,34.64,0.69,0.99,0.98
10088,7.18,21,39920.2,2690.67,9063.61,338.85,338.85,840.36,288,693.28,3.04,1,15.98,1.04,46.42,0.92,0.99,0.98
10089,8.22,24,54252.08,3108.51,9378.88,471.75,471.75,937.02,288,729.3,3.72,1,19.19,1.04,64.59,1.28,0.99,0.98
10090,6.21,18,42702.58,2671.65,8545.25,363.74,363.74,853.68,288,687.89,3.13,1,16.19,1.04,53.33,1.06,0.99,0.98
10091,4.18,12,27817.19,2106.08,7697.41,228.01,228.01,743.61,288,635.29,2.37,1,12.34,1.03,33.24,0.74,0.99,0.98
10092,2.12,6,6356.38,1381.54,6795.22,33.21,33.21,583.06,288,570.04,1.32,1,7.18,1.02,7.66,0.23,0.99,0.98
10093,3.13,9,9807.61,1441.56,7158.67,68.28,68.28,604.77,288,584.03,1.46,1,7.93,1.02,9.92,0.27,0.99,0.98
10094,4.15,12,14904.96,1619.49,7727.41,116.4,116.4,642.99,288,605.46,1.72,1,9.27,1.02,18.21,0.36,0.99,0.98
10095,5.16,15,22033.93,1926.19,8314.67,178.29,178.29,706.51,288,634.61,2.09,1,11.21,1.03,25.6,0.51,0.99,0.98
10096,6.15,18,30131.95,2303.04,8785.01,251.19,251.19,767.78,288,661.99,2.53,1,13.46,1.03,34.57,0.68,0.99,0.98
10097,7.18,21,39920.52,2690.69,9064.27,338.82,338.82,839.28,288,693.09,3.04,1,15.96,1.04,46.34,0.92,0.99,0.98
10098,8.22,24,54252.71,3108.53,9379.52,471.72,471.72,936.02,288,729.13,3.71,1,19.17,1.04,64.49,1.28,0.99,0.98
10099,6.21,18,42739.13,2672.9,8547.37,363.82,363.82,853.31,288,687.88,3.14,1,16.18,1.04,52.52,1.06,0.99,0.98
10100,4.18,12,27667.63,2108.41,7700.92,228.27,228.27,737.98,288,634.66,2.37,1,12.3,1.03,32.36,0.73,0.99,0.98
10101,2.12,6,6206.5,1383.86,6799.24,33.48,33.48,577.46,288,569.42,1.32,1,7.15,1.02,6.81,0.23,0.99,0.98
10102,3.13,9,9622.07,1442.65,7161.69,68.48,68.48,598.6,288,583.24,1.45,1,7.89,1.02,9.79,0.27,0.99,0.98
10103,4.15,12,14905.12,1619.49,7729.18,116.41,116.41,642.11,288,605.3,1.72,1,9.26,1.02,18.17,0.36,0.99,0.98
10104,5.16,15,22034.11,1926.2,8315.95,178.29,178.29,705.52,288,634.42,2.09,1,11.2,1.03,25.54,0.51,0.99,0.98
10105,6.15,18,30131.89,2303.04,8785.82,251.22,251.22,766.74,288,661.79,2.53,1,13.45,1.03,34.5,0.68,0.99,0.98
10106,7.18,21,39920.68,2690.71,9064.93,338.83,338.83,838.21,288,692.9,3.04,1,15.94,1.04,46.25,0.92,0.99,0.98
10107,8.22,24,54253.19,3108.55,9380.15,471.75,471.75,935.02,288,728.96,3.71,1,19.14,1.04,64.4,1.28,0.99,0.98
10108,6.21,18,42761.85,2673.69,8549.16,363.87,363.87,852.71,288,687.82,3.14,1,16.17,1.04,52.03,1.06,0.99,0.98
10109,4.18,12,27814.85,2108.42,7702.87,228.18,228.18,740.99,288,634.99,2.37,1,12.31,1.03,31.9,0.74,0.99,0.98
10110,2.12,6,6353.43,1383.88,6801.71,33.38,33.38,580.5,288,569.75,1.32,1,7.17,1.02,6.37,0.23,0.99,0.98
10111,3.13,9,9747,1441.89,7163.48,68.34,68.34,601.29,288,583.47,1.46,1,7.9,1.02,9.77,0.27,0.99,0.98
10112,4.15,12,14905.23,1619.5,7730.96,116.43,116.43,641.23,288,605.14,1.72,1,9.25,1.02,18.12,0.36,0.99,0.98
10113,5.16,15,22034.19,1926.2,8317.22,178.33,178.33,704.54,288,634.23,2.09,1,11.19,1.03,25.49,0.5,0.99,0.98
10114,6.15,18,30131.74,2303.05,8786.62,251.26,251.26,765.71,288,661.6,2.53,1,13.43,1.03,34.43,0.68,0.99,0.98
10115,7.18,21,39920.81,2690.72,9065.58,338.87,338.87,837.14,288,692.71,3.04,1,15.92,1.04,46.17,0.91,0.99,0.98
10116,8.22,24,54253.42,3108.56,9380.78,471.88,471.88,934.03,288,728.79,3.71,1,19.12,1.04,64.3,1.27,0.99,0.98
10117,6.21,18,42611.33,2667.15,8545.95,363.62,363.62,849.86,288,686.96,3.13,1,16.12,1.04,55.24,1.06,0.99,0.98
10118,4.18,12,27670.5,2101.87,7700.33,227.92,227.92,738.43,288,634.22,2.37,1,12.27,1.03,35.15,0.73,0.99,0.98
10119,2.12,6,6208.95,1377.33,6799.7,33.01,33.01,577.97,288,568.99,1.32,1,7.13,1.02,9.64,0.23,0.99,0.98
10120,3.13,9,9753.53,1441.89,7165.78,68.34,68.34,600.67,288,583.4,1.46,1,7.89,1.02,9.74,0.27,0.99,0.98
10121,4.15,12,14905.4,1619.5,7732.73,116.41,116.41,640.35,288,604.98,1.72,1,9.25,1.02,18.08,0.36,0.99,0.98
10122,5.16,15,22034.38,1926.2,8318.5,178.29,178.29,703.55,288,634.05,2.09,1,11.18,1.03,25.43,0.5,0.99,0.98
10123,6.15,18,30131.68,2303.05,8787.42,251.18,251.18,764.68,288,661.41,2.53,1,13.42,1.03,34.36,0.68,0.99,0.98
10124,7.18,21,39920.86,2690.73,9066.23,338.81,338.81,836.07,288,692.52,3.04,1,15.91,1.04,46.08,0.91,0.99,0.98
10125,8.22,24,54254.04,3108.57,9381.41,471.8,471.8,933.03,288,728.62,3.71,1,19.1,1.04,64.21,1.27,0.99,0.98
10126,6.21,18,42778.12,2675.29,8552.72,364.04,364.04,850.77,288,687.58,3.14,1,16.13,1.04,51.44,1.05,0.99,0.98
10127,4.18,12,27936.98,2109.04,7707.18,228.17,228.17,742.45,288,635.16,2.38,1,12.31,1.03,31.96,0.74,0.99,0.98
10128,2.12,6,6474.84,1384.49,6807.06,33.3,33.3,582.02,288,569.94,1.33,1,7.18,1.02,6.47,0.23,0.99,0.98
10129,3.13,9,9853.48,1440.92,7167.48,68.16,68.16,602.87,288,583.57,1.46,1,7.9,1.02,10.29,0.27,0.99,0.98
10130,4.15,12,14905.51,1619.5,7734.51,116.42,116.42,639.47,288,604.81,1.72,1,9.24,1.02,18.04,0.36,0.99,0.98
10131,5.16,15,22034.51,1926.2,8319.78,178.3,178.3,702.58,288,633.86,2.09,1,11.17,1.03,25.37,0.5,0.99,0.98
10132,6.15,18,30131.56,2303.05,8788.22,251.19,251.19,763.65,288,661.21,2.53,1,13.41,1.03,34.29,0.68,0.99,0.98
10133,7.18,21,39920.86,2690.74,9066.88,338.76,338.76,835.01,288,692.33,3.04,1,15.89,1.04,46,0.91,0.99,0.98
10134,8.22,24,54254.06,3108.59,9382.03,471.68,471.68,932.04,288,728.45,3.71,1,19.08,1.04,64.11,1.27,0.99,0.98
10135,6.21,18,42632.83,2678,8555.61,364.09,364.09,845.28,288,686.86,3.13,1,16.09,1.04,51.08,1.05,0.99,0.98
10136,4.18,12,27834.95,2111.1,7710.33,228.14,228.14,738.45,288,634.6,2.37,1,12.28,1.03,32.04,0.73,0.99,0.98
10137,2.12,6,6372.78,1386.56,6810.74,33.33,33.33,578.05,288,569.39,1.32,1,7.15,1.02,6.58,0.23,0.99,0.98
10138,3.13,9,9896.99,1440.29,7169.37,68.04,68.04,603.45,288,583.56,1.46,1,7.9,1.02,10.68,0.27,0.99,0.98
10139,4.15,12,14905.58,1619.5,7736.28,116.42,116.42,638.6,288,604.65,1.72,1,9.23,1.02,17.99,0.36,0.99,0.98
10140,5.16,15,22034.59,1926.2,8321.06,178.32,178.32,701.6,288,633.67,2.09,1,11.16,1.03,25.31,0.5,0.99,0.98
10141,6.15,18,30131.39,2303.06,8789.02,251.22,251.22,762.62,288,661.02,2.53,1,13.39,1.03,34.22,0.68,0.99,0.98
10142,7.18,21,39920.83,2690.75,9067.53,338.83,338.83,833.95,288,692.14,3.03,1,15.87,1.04,45.91,0.91,0.99,0.98
10143,8.22,24,54254.15,3108.6,9382.65,471.85,471.85,931.06,288,728.28,3.71,1,19.06,1.04,64.01,1.27,0.99,0.98
10144,6.21,18,42828.31,2676.02,8555.7,364.13,364.13,850.17,288,687.46,3.14,1,16.11,1.04,51.09,1.05,0.99,0.98
10145,4.18,12,28052.7,2108.78,7710.89,228.07,228.07,744.13,288,635.28,2.38,1,12.3,1.03,32.25,0.74,0.99,0.98
10146,2.12,6,6590.43,1384.23,6811.84,33.15,33.15,583.76,288,570.07,1.33,1,7.18,1.02,6.81,0.24,0.99,0.98
10147,3.13,9,9919.51,1439.95,7171.47,67.99,67.99,603.33,288,583.48,1.46,1,7.9,1.02,10.82,0.27,0.99,0.98
10148,4.15,12,14905.79,1619.5,7738.06,116.41,116.41,637.73,288,604.49,1.72,1,9.22,1.02,17.95,0.36,0.99,0.98
10149,5.16,15,22034.8,1926.2,8322.34,178.32,178.32,700.63,288,633.48,2.09,1,11.14,1.03,25.26,0.5,0.99,0.98
10150,6.15,18,30131.34,2303.06,8789.82,251.22,251.22,761.6,288,660.83,2.53,1,13.38,1.03,34.15,0.68,0.99,0.98
10151,7.18,21,39920.77,2690.76,9068.18,338.84,338.84,832.89,288,691.95,3.03,1,15.86,1.04,45.83,0.91,0.99,0.98
10152,8.22,24,54254.65,3108.6,9383.28,471.86,471.86,930.07,288,728.12,3.71,1,19.04,1.04,63.92,1.27,0.99,0.98
10153,6.21,18,42971,2673.23,8555.23,363.97,363.97,854.11,288,687.83,3.14,1,16.11,1.04,51.74,1.06,0.99,0.98
10154,4.18,12,28281.94,2103.82,7709.72,227.51,227.51,751.13,288,635.89,2.38,1,12.32,1.03,34.23,0.75,0.99,0.98
10155,2.12,6,6819.08,1379.27,6811.19,32.59,32.59,590.79,288,570.69,1.33,1,7.21,1.02,8.82,0.25,0.99,0.98
10156,3.13,9,10006.18,1437.79,7172.39,67.58,67.58,605.49,288,583.58,1.46,1,7.9,1.02,12.09,0.28,0.99,0.98
10157,4.15,12,14905.81,1619.5,7739.84,116.42,116.42,636.86,288,604.33,1.72,1,9.21,1.02,17.9,0.35,0.99,0.98
10158,5.16,15,22034.82,1926.2,8323.61,178.32,178.32,699.65,288,633.29,2.09,1,11.13,1.03,25.2,0.5,0.99,0.98
10159,6.15,18,30131.18,2303.06,8790.62,251.23,251.23,760.58,288,660.64,2.53,1,13.36,1.03,34.08,0.67,0.99,0.98
10160,7.18,21,39920.69,2690.77,9068.83,338.86,338.86,831.84,288,691.77,3.03,1,15.84,1.04,45.75,0.91,0.99,0.98
10161,8.22,24,54254.69,3108.61,9383.89,471.77,471.77,929.09,288,727.95,3.71,1,19.01,1.04,63.82,1.26,0.99,0.98
10162,6.21,18,42951.03,2667.99,8553,363.55,363.55,854.47,288,687.5,3.14,1,16.09,1.04,54.56,1.06,0.99,0.99
10163,4.18,12,28233.31,2099.44,7708.72,227.25,227.25,750.53,288,635.5,2.38,1,12.3,1.03,36.62,0.75,0.99,0.99
10164,2.12,6,6770.33,1374.89,6810.72,32.44,32.44,590.21,288,570.3,1.33,1,7.2,1.02,11.23,0.25,0.99,0.99
10165,3.13,9,9977.68,1438.66,7175.25,67.74,67.74,603.62,288,583.35,1.46,1,7.89,1.02,11.6,0.28,0.99,0.99
10166,4.15,12,14906.02,1619.5,7741.62,116.41,116.41,635.99,288,604.17,1.72,1,9.2,1.02,17.86,0.35,0.99,0.99
10167,5.16,15,22035.01,1926.2,8324.89,178.3,178.3,698.69,288,633.11,2.09,1,11.12,1.03,25.14,0.5,0.99,0.99
10168,6.15,18,30131.11,2303.06,8791.42,251.21,251.21,759.56,288,660.45,2.53,1,13.35,1.03,34.01,0.67,0.99,0.99
10169,7.18,21,39920.57,2690.77,9069.48,338.81,338.81,830.79,288,691.58,3.03,1,15.82,1.04,45.66,0.9,0.99,0.99
10170,8.22,24,54255.13,3108.62,9384.51,471.77,471.77,928.11,288,727.79,3.71,1,18.99,1.04,63.73,1.26,0.99,0.99
10171,6.21,18,42842.09,2665.32,8552.38,363.41,363.41,851.39,288,686.89,3.13,1,16.05,1.04,55.64,1.06,0.99,0.99
10172,4.18,12,28159.31,2095.22,7707.8,226.85,226.85,748.92,288,634.98,2.38,1,12.27,1.03,38.64,0.75,0.99,0.99
10173,2.12,6,6695.78,1370.68,6810.33,32.01,32.01,588.63,288,569.78,1.33,1,7.17,1.02,13.27,0.25,0.99,0.99
10174,3.13,9,10012.75,1437.12,7176.58,67.46,67.46,604.2,288,583.29,1.46,1,7.89,1.02,12.48,0.28,0.99,0.99
10175,4.15,12,14906.16,1619.5,7743.4,116.42,116.42,635.12,288,604.01,1.72,1,9.19,1.02,17.82,0.35,0.99,0.99
10176,5.16,15,22035.16,1926.2,8326.18,178.33,178.33,697.72,288,632.92,2.09,1,11.11,1.03,25.09,0.5,0.99,0.99
10177,6.15,18,30130.98,2303.06,8792.22,251.2,251.2,758.54,288,660.26,2.53,1,13.34,1.03,33.94,0.67,0.99,0.99
